# Database that maps pinyin readings to their closest Tshet'hyun (Qieyun) equivalents.
# Pinyin readings tabulated from CEDict. Tshet'hyun (Qieyun) phonetic glosses sourced from multiple databases; syntax follows earlier versions of nk2028.
# No tone: Standard Mandarin unpredictable (入); 
# not to be confused with syllables with neutral tone ('Tone 5'), which are not assigned expected_readings.
# character counts are from CC-CEDICT (https://www.mdbg.net/chinese/dictionary?page=cedict). CEDICT is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License.
character	attested_reading	expected_reading	QY	singchar_ count	multchar_ count	char_total_count
搉	que4			1	0	1
搊	chou1		初尤平	1	0	1
搌	zhan3		知開仙上	1	0	1
搎	sun1		心魂平	1	0	1
搕	ke4			1	0	1
搘	zhi1			1	0	1
搛	jian1			1	0	1
搠	shuo4			1	0	1
搢	jin4		精開眞去	1	0	1
搣	mie4		明A仙入	1	0	1
搤	e4			1	0	1
搥	chui2			1	0	1
搧	shan1		書開仙平	1	0	1
搨	ta4			1	0	1
搯	tao1		透豪平	1	0	1
搰	hu2		匣魂入	1	0	1
搷	chen1			1	0	1
搽	cha2		澄開二麻平	1	0	1
搾	zha4			1	0	1
搿	ge2			1	0	1
摂	she4			1	0	1
摃	gang1			1	0	1
摎	liao2			1	0	1
摓	feng2			1	0	1
摙	lian3		來開仙上	1	0	1
摛	chi1		徹開支平	1	0	1
摜	guan4		見合刪去	1	0	1
摠	zong3		精一東上	1	0	1
摦	hua4		匣合二麻去	1	0	1
摭	zhi2			1	0	1
摮	ao2		疑豪平	1	0	1
摰	nie4			1	0	1
摲	shan4			1	0	1
摴	shu1			1	0	1
摷	jiao3			1	0	1
摿	yao2			1	0	1
撃	ji1			1	0	1
撆	pie1			1	0	1
撊	xian4			1	0	1
撋	ruan2		日合仙平	1	0	1
撏	xian2			1	0	1
撙	zun3		精魂上	1	0	1
撚	nian3		泥開先上	1	0	1
撟	jiao3		見B宵上	1	0	1
撡	cao1			1	0	1
撢	dan3			1	0	1
撦	che3		昌開三麻上	1	0	1
撧	jue1			1	0	1
撱	tuo3			1	0	1
撳	qin4		溪B侵去	1	0	1
擉	chuo4			1	0	1
擐	huan4		匣合刪去	1	0	1
擕	xie2			1	0	1
擖	ge3			1	0	1
擗	pi3			1	0	1
擡	tai2		定咍平	1	0	1
擣	dao3		端豪上	1	0	1
擥	lan3		來談上	1	0	1
擨	ye2		以開三麻平	1	0	1
擩	ru3		日虞上	1	0	1
擫	ye4			1	0	1
擭	huo4			1	0	1
擸	lie4		來鹽入	1	0	1
擽	lüe4		來開陽入	1	0	1
攂	lei2			1	0	1
攃	sa4			1	0	1
攄	shu1			1	0	1
攈	jun4		見文去	1	0	1
攋	la4		來開寒入	1	0	1
攐	qian1		溪開B仙平	1	0	1
攓	qian1			1	0	1
攖	ying1		影開清平	1	0	1
攟	jun4			1	0	1
攧	dian1			1	0	1
攩	dang3		端開唐上	1	0	1
攮	nang3		孃江上	1	0	1
攰	gui4			1	0	1
攲	qi1		溪開B支平	1	0	1
攴	pu1			1	0	1
攷	kao3		溪豪上	1	0	1
攺	yi3		以之上	1	0	1
攼	han4			1	0	1
攽	ban1			1	0	1
敁	dian1		端添平	1	0	1
敂	kou4			1	0	1
敃	min3		明B眞上	1	0	1
敇	chi4			1	0	1
敉	mi3		明A支上	1	0	1
敍	xu4			1	0	1
敎	jiao4			1	0	1
敓	duo2		定合寒入	1	0	1
敔	yu3		疑魚上	1	0	1
敜	nie4		泥添入	1	0	1
敧	qi3			1	0	1
敭	yang2		以開陽平	1	0	1
敱	ai2			1	0	1
敹	liao2		來蕭平	1	0	1
敺	qu1		溪虞平	1	0	1
敻	xiong4		曉合清去	1	0	1
敽	jiao3		見B宵上	1	0	1
敿	jiao3			1	0	1
斁	yi4		以開清入	1	0	1
斄	tai2			1	0	1
斈	xue2			1	0	1
斉	qi2			1	0	1
斎	zhai1			1	0	1
斒	ban1		幫刪平; 幫山平	1	0	1
斔	yu3			1	0	1
斚	jia3			1	0	1
斛	hu2		匣一東入	1	0	1
斞	yu3		以虞上	1	0	1
斠	jiao4			1	0	1
斨	qiang1		清開陽平	1	0	1
斮	zhuo2			1	0	1
斲	zhuo2			1	0	1
斵	zhuo2			1	0	1
斸	zhu3			1	0	1
斾	pei4			1	0	1
斿	you2		以尤平	1	0	1
旀	mie5			1	0	1
旂	qi2		羣開微平	1	0	1
旊	fang3			1	0	1
旐	zhao4		澄宵上	1	0	1
旒	liu2		來尤平	1	0	1
旓	shao1		生肴平	1	0	1
旛	fan1		滂元平	1	0	1
旝	kuai4			1	0	1
旟	yu2		以魚平	1	0	1
旡	ji4		見開微去	1	0	1
旣	ji4		見開微去	1	0	1
旤	huo4			1	0	1
旪	xie2			1	0	1
旴	xu1		曉虞平	1	0	1
旹	shi2		常之平	1	0	1
旻	min2		明B眞平	1	0	1
旼	min2		明B眞平	1	0	1
旽	tun1			1	0	1
旾	chun1			1	0	1
昃	ze4			1	0	1
昄	ban3		幫刪上; 幫寒上	1	0	1
昑	qin3			1	0	1
昒	hu1			1	0	1
昕	xin1		曉欣平	1	0	1
昚	shen4		常開眞去	1	0	1
昜	yang2		以開陽平	1	0	1
昞	bing3		幫三庚上	1	0	1
昡	xuan4			1	0	1
昤	ling1			1	0	1
昦	hao4		匣豪上	1	0	1
昬	hun1			1	0	1
昰	shi4			1	0	1
昳	die2		定開先入	1	0	1
昶	chang3		徹開陽上	1	0	1
昺	bing3			1	0	1
昻	ang2			1	0	1
晁	chao2		澄宵平	1	0	1
晄	huang3			1	0	1
晅	xuan1			1	0	1
晑	xiang3			1	0	1
晒	shai4			1	0	1
晛	xian4		匣開先上	1	0	1
晜	kun1			1	0	1
晞	xi1		曉開微平	1	0	1
晡	bu1		幫模平	1	0	1
晢	zhe2			1	0	1
晥	wan3			1	0	1
晩	wan3		明元上	1	0	1
晳	xi1			1	0	1
晻	an4			1	0	1
晿	cheng1			1	0	1
暁	xiao3			1	0	1
暌	kui2			1	0	1
暍	he4			1	0	1
暎	ying4		影開三庚去	1	0	1
暐	wei3		云合微上	1	0	1
暒	qing2			1	0	1
暔	nan2			1	0	1
暕	jian3		見開山上	1	0	1
暘	yang2		以開陽平	1	0	1
暜	pu3			1	0	1
暝	ming2		明青平	1	0	1
暦	li4			1	0	1
暪	men4			1	0	1
暲	zhang1		章開陽平	1	0	1
暵	han4		曉開寒去	1	0	1
暸	liao2			1	0	1
暻	jing3			1	0	1
曀	yi4		影開齊去	1	0	1
曈	tong2		定一東平	1	0	1
曌	zhao4		章宵去	1	0	1
曏	xiang4		曉開陽去	1	0	1
曐	xing1		心開青平	1	0	1
曑	shen1		生侵平	1	0	1
曓	bao4			1	0	1
曘	ru2			1	0	1
曛	xun1		曉文平	1	0	1
曡	die2		定添入	1	0	1
曨	long2		來一東平	1	0	1
曩	nang3		泥開唐上	1	0	1
曷	he2		匣開寒入	1	0	1
曻	sheng1			1	0	1
曽	ceng2			1	0	1
朁	can3		清覃上	1	0	1
朅	qie4			1	0	1
朆	fen1			1	0	1
朏	fei3		滂微上	1	0	1
朓	tiao4			1	0	1
朘	juan1		精合仙平	1	0	1
朙	ming2		明三庚平	1	0	1
朞	qi1			1	0	1
朠	ying1			1	0	1
朢	wang4		明陽去	1	0	1
朣	tong2			1	0	1
朩	xx5			1	0	1
朰	xx5			1	0	1
朳	ba1			1	0	1
朶	duo3		端合一歌上	1	0	1
朾	ting2			1	0	1
朿	ci4		清開支去	1	0	1
杅	yu2		云虞平	1	0	1
杇	wu1		影模平	1	0	1
杕	di4		定開齊去	1	0	1
杗	mang2		明唐平	1	0	1
杙	yi4		以開蒸入	1	0	1
杝	yi2		以開支平	1	0	1
杲	gao3		見豪上	1	0	1
杴	xian1		曉嚴平	1	0	1
杶	chun1		徹合眞平	1	0	1
杸	shu1			1	0	1
杽	chou3		徹尤上	1	0	1
枌	fen2		並文平	1	0	1
枏	nan2			1	0	1
枙	e4			1	0	1
枟	yun4			1	0	1
枰	ping2		並三庚平	1	0	1
枱	tai2			1	0	1
枲	xi3			1	0	1
枴	guai3			1	0	1
枵	xiao1		曉B宵平	1	0	1
枹	fu1			1	0	1
枻	yi4		以開祭去	1	0	1
柁	tuo2			1	0	1
柂	yi2			1	0	1
柃	ling2		來開青平	1	0	1
柅	ni3		孃開脂上; 孃開支上	1	0	1
柈	pan2		並寒平	1	0	1
柎	fu1		幫虞平	1	0	1
柒	qi1			1	0	1
柙	xia2		匣銜入	1	0	1
柟	nan2		泥覃平	1	0	1
柣	zhi2		澄開眞入	1	0	1
柤	zha1		莊開二麻平	1	0	1
柦	dan4			1	0	1
柮	duo4			1	0	1
柰	nai4		泥開泰去	1	0	1
柲	bi4		幫B脂去	1	0	1
柶	si4		心開脂去	1	0	1
柷	zhu4			1	0	1
柸	pei1			1	0	1
柹	shi4			1	0	1
柺	guai3			1	0	1
査	cha2		崇開二麻平	1	0	1
栁	liu3			1	0	1
栃	li4			1	0	1
栄	rong2			1	0	1
栒	xun2			1	0	1
栔	qi4		溪開齊去	1	0	1
栘	yi2		以開支平	1	0	1
栞	kan1		溪開寒平	1	0	1
栟	bing1		幫清平	1	0	1
栢	bai3			1	0	1
栫	jian4		從開先去	1	0	1
栭	er2		日之平	1	0	1
栰	fa2		並元入	1	0	1
栵	li4		來開祭去	1	0	1
栻	shi4			1	0	1
桋	yi2		以開脂平	1	0	1
桒	sang1		心開唐平	1	0	1
桚	zan3			1	0	1
桜	ying1			1	0	1
桟	zhan4			1	0	1
桭	zhen1		章開眞平	1	0	1
桮	bei1		幫灰平	1	0	1
桯	ting1		透開青平	1	0	1
桹	lang2		來開唐平	1	0	1
桺	liu3			1	0	1
梃	ting3			1	0	1
梊	di4			1	0	1
梍	zao4			1	0	1
梐	bi4		並齊上	1	0	1
梘	jian3		見開先上	1	0	1
梠	lü3		來魚上	1	0	1
梡	kuan3		溪合寒上	1	0	1
梥	song1			1	0	1
梩	li2		來之平	1	0	1
梱	kun3		溪魂上	1	0	1
梲	zhuo2			1	0	1
梴	chan1		徹開仙平	1	0	1
梸	li2			1	0	1
梹	bing1			1	0	1
棁	zhuo1			1	0	1
棃	li2		來開脂平	1	0	1
棊	qi2		羣之平	1	0	1
棐	fei3		幫微上	1	0	1
棑	pai2		並佳平	1	0	1
棖	cheng2		澄開二庚平	1	0	1
棜	yu4		影魚去	1	0	1
棤	cuo4			1	0	1
棨	qi3		溪開齊上	1	0	1
棩	yuan1			1	0	1
棪	yan3		以鹽上	1	0	1
棫	yu4		云合蒸入	1	0	1
棬	quan1		溪合B仙平	1	0	1
棯	ren3		日侵上	1	0	1
棳	zhuo2			1	0	1
棸	zou1			1	0	1
棹	zhuo1			1	0	1
棼	fen2		並文平	1	0	1
椀	wan3		影合寒上	1	0	1
椄	jie1			1	0	1
椈	ju2			1	0	1
椉	cheng2			1	0	1
椊	zuo2			1	0	1
椌	qiang1		溪江平	1	0	1
椐	ju1		見魚平	1	0	1
椑	bei1			1	0	1
椓	zhuo2			1	0	1
椗	ding4			1	0	1
検	jian3			1	0	1
椳	wei1		影灰平	1	0	1
椵	jia3		見開二麻上	1	0	1
椶	zong1		精一東平	1	0	1
椷	jian1			1	0	1
椸	yi2			1	0	1
椹	shen4			1	0	1
椾	jian1			1	0	1
楀	yu3		云虞上	1	0	1
楄	pian2		並A仙平; 並先平	1	0	1
楅	bi4			1	0	1
楋	la4		來開寒入	1	0	1
楍	ben3			1	0	1
楎	hun2		匣魂平	1	0	1
楗	jian4		羣開元上	1	0	1
楘	mu4		明一東入	1	0	1
楙	mao4			1	0	1
楟	ting2		定開青平	1	0	1
楢	you2		以尤平	1	0	1
楥	xuan4		曉合元去	1	0	1
楩	pian2		並A仙平	1	0	1
楪	die2			1	0	1
楫	ji2			1	0	1
楬	jie2		羣開B仙入; 羣開元入	1	0	1
楯	shun3			1	0	1
楰	yu2		以虞平	1	0	1
楳	mei2			1	0	1
楻	huang2			1	0	1
榀	pin3		滂B侵上	1	0	1
榃	tan2			1	0	1
榊	xx5			1	0	1
榎	jia3		見開二麻上	1	0	1
榖	gu3			1	0	1
榠	ming2		明青平	1	0	1
榡	su4			1	0	1
榤	jie2		羣開B仙入	1	0	1
榥	huang3			1	0	1
榦	gan4		見開寒去	1	0	1
榪	ma4		明二麻去	1	0	1
榰	zhi1		章開支平	1	0	1
榱	cui1			1	0	1
榼	ke4			1	0	1
榾	gu3			1	0	1
槀	gao3		見豪上	1	0	1
槊	shuo4			1	0	1
槎	cha2		崇開二麻平	1	0	1
槑	mei2			1	0	1
槕	zhuo1			1	0	1
槖	tuo2			1	0	1
様	yang4			1	0	1
槢	xi2		邪侵入	1	0	1
槥	hui4			1	0	1
槧	qian4		清鹽去	1	0	1
槩	gai4		見咍去	1	0	1
槪	gai4		見咍去	1	0	1
槮	sen1			1	0	1
槱	you3		以尤上	1	0	1
槹	gao1		見豪平	1	0	1
槻	gui1		見合A支平	1	0	1
槼	gui1			1	0	1
槾	man2		明寒平	1	0	1
樎	su4			1	0	1
樏	lei3		來合支上	1	0	1
樐	lu3		來模上	1	0	1
樕	su4			1	0	1
樗	chu1		徹魚平	1	0	1
樠	men2		明魂平	1	0	1
樧	sha1			1	0	1
樨	xi1		心開齊平	1	0	1
権	quan2			1	0	1
樲	er4		日開脂去	1	0	1
樴	zhi2			1	0	1
樶	zui1			1	0	1
樻	gui4		羣合B脂去	1	0	1
樾	yue4		云合元入	1	0	1
樿	zhan3		章開仙上	1	0	1
橁	xun2			1	0	1
橃	fa2		並元入	1	0	1
橆	wu3			1	0	1
橊	liu2			1	0	1
橎	fan3		幫元上	1	0	1
橕	cheng1		徹開二庚平	1	0	1
橚	su4			1	0	1
橛	jue2		羣合元入	1	0	1
橜	jue2		羣合元入	1	0	1
橤	rui3			1	0	1
橧	zeng1		精開登平	1	0	1
橿	jiang1		見開陽平	1	0	1
檁	lin3		來侵上	1	0	1
檇	zui4		精合脂去	1	0	1
檉	cheng1		徹開清平	1	0	1
檊	gan4			1	0	1
檍	yi4			1	0	1
檑	lei2		來灰平	1	0	1
檖	sui4		邪合脂去	1	0	1
檝	ji2		從侵入	1	0	1
檟	jia3		見開二麻上	1	0	1
檠	qing2		羣開三庚平	1	0	1
檣	qiang2		從開陽平	1	0	1
檥	yi3		疑開B支上	1	0	1
檨	she1			1	0	1
檪	li4			1	0	1
檫	cha2			1	0	1
檴	huo4			1	0	1
櫂	zhao4		澄肴去	1	0	1
櫈	deng4			1	0	1
櫌	you1		影尤平	1	0	1
櫜	gao1		見豪平	1	0	1
櫠	fei4			1	0	1
櫡	zhu4			1	0	1
櫧	zhu1		章魚平	1	0	1
櫨	lu2		來模平	1	0	1
櫬	chen4		初臻去	1	0	1
櫳	long2		來一東平	1	0	1
櫹	xiao1			1	0	1
櫺	ling2		來開青平	1	0	1
櫽	yin3		影欣上	1	0	1
欀	xiang1		心開陽平	1	0	1
欂	bo2		並耕入	1	0	1
欃	chan2		崇咸平	1	0	1
欎	yu4			1	0	1
欐	li4		來開齊去	1	0	1
欑	zan4			1	0	1
欙	lei2		來合脂平	1	0	1
欛	ba4		幫二麻去	1	0	1
欝	yu4			1	0	1
欨	xu1		曉虞平	1	0	1
欬	kai4		溪咍去	1	0	1
欱	he1			1	0	1
欵	kuan3		溪合寒上	1	0	1
欶	shuo4			1	0	1
欸	ai3		影咍上	1	0	1
欹	yi1		影開B支平	1	0	1
欼	chi3		初之上	1	0	1
歁	kan3		溪覃上	1	0	1
歆	xin1		曉B侵平	1	0	1
歈	yu2		以虞平	1	0	1
歊	xiao1		曉B宵平	1	0	1
歓	huan1			1	0	1
歕	pen1		滂魂平	1	0	1
歗	xiao4		心蕭去	1	0	1
歘	xu1			1	0	1
歜	chu4			1	0	1
歟	yu2		以魚平	1	0	1
歠	chuo4			1	0	1
歨	bu4			1	0	1
歩	bu4			1	0	1
歫	ju4		羣魚上	1	0	1
歮	se4			1	0	1
歯	chi3			1	0	1
歰	se4			1	0	1
歳	sui4		心合祭去	1	0	1
歴	li4			1	0	1
歾	mo4			1	0	1
歿	mo4		明魂入	1	0	1
殀	yao1			1	0	1
殈	xu4			1	0	1
殑	qing2		羣開蒸平	1	0	1
殙	hun1		曉魂平	1	0	1
殛	ji2			1	0	1
殠	chou4		昌尤去	1	0	1
殢	ti4		透開齊去	1	0	1
殣	jin4		羣開B眞去	1	0	1
殥	yin2			1	0	1
殨	kui4			1	0	1
殪	yi4		影開齊去	1	0	1
殰	du2		定一東入	1	0	1
殸	qing4		溪開青去	1	0	1
殹	yi4		影開齊去	1	0	1
殻	qiao4			1	0	1
毈	duan4		定合寒去	1	0	1
毉	yi1		影之平	1	0	1
毌	guan4		見合寒去	1	0	1
毎	mei3			1	0	1
毑	jie3			1	0	1
毘	pi2		並A脂平	1	0	1
毚	chan2		崇咸平; 崇銜平	1	0	1
毧	rong2			1	0	1
毬	qiu2		羣尤平	1	0	1
毳	cui4		清合祭去	1	0	1
毴	bi1			1	0	1
毷	mao4			1	0	1
毹	shu1		生虞平	1	0	1
毾	ta4			1	0	1
毿	san1		心覃平	1	0	1
氄	rong3		日鍾上	1	0	1
氆	pu3		滂模上	1	0	1
氉	sao4			1	0	1
氊	zhan1			1	0	1
氌	lu3		來模上	1	0	1
氍	qu2		羣虞平	1	0	1
氕	pie1			1	0	1
氖	nai3		泥咍上	1	0	1
気	qi4			1	0	1
氙	xian1		心開仙平	1	0	1
氚	chuan1		昌合仙平	1	0	1
氝	nei4			1	0	1
氠	shen1			1	0	1
氡	dong1		端冬平	1	0	1
氥	xi1			1	0	1
氦	hai4		匣咍上	1	0	1
氬	ya4		影開二麻去	1	0	1
氵	shui3		書合脂上	1	0	1
氷	bing1			1	0	1
氺	shui3			1	0	1
氼	ni4			1	0	1
氾	fan4		滂凡去	1	0	1
氿	gui3		見合B脂上	1	0	1
汅	mian3		明A仙上	1	0	1
汆	cuan1		清合寒平	1	0	1
汊	cha4		初開二麻去	1	0	1
汋	zhuo2		崇江入	1	0	1
汍	wan2			1	0	1
汎	fan4		滂凡去	1	0	1
汏	da4			1	0	1
汔	qi4			1	0	1
汚	wu1		影模平	1	0	1
汜	si4		邪之上	1	0	1
汩	gu3			1	0	1
汭	rui4		日合祭去	1	0	1
汳	bian4			1	0	1
汷	zhong1			1	0	1
沄	yun2		云文平	1	0	1
沍	hu4			1	0	1
沏	qi1			1	0	1
沔	mian3		明A仙上	1	0	1
沕	wu4		明文入	1	0	1
沘	bi3		幫A脂上	1	0	1
沚	zhi3		章之上	1	0	1
沢	ze2			1	0	1
沬	mei4		明泰去	1	0	1
沰	tuo1			1	0	1
沴	li4		來開齊去	1	0	1
沷	fa1			1	0	1
沺	tian2		定開先平	1	0	1
泂	jiong3			1	0	1
泈	zhong1		章三東平	1	0	1
泐	le4		來開登入	1	0	1
泑	you3		影幽上	1	0	1
泒	gu1		見模平	1	0	1
泖	mao3		明肴上	1	0	1
泙	ping2		並三庚平	1	0	1
泚	ci3		清開支上	1	0	1
泜	zhi1		章開脂平	1	0	1
泩	sheng1			1	0	1
泫	xuan4		匣合先上	1	0	1
泭	fu1		滂虞平	1	0	1
泲	ji3			1	0	1
洊	jian4		從開先去	1	0	1
洌	lie4		來開仙入	1	0	1
洎	ji4		羣開B脂去; 見開B脂去	1	0	1
洏	er2		日之平	1	0	1
洑	fu2		並三東入	1	0	1
洚	jiang4		見江去	1	0	1
洟	ti4		透開齊去	1	0	1
洢	yi1			1	0	1
洫	xu4			1	0	1
洳	ru4		日魚去	1	0	1
洴	ping2		並青平	1	0	1
洸	guang1		見合唐平	1	0	1
洹	huan2		匣合寒平	1	0	1
洺	ming2		明清平	1	0	1
洼	wa1		影合二麻平	1	0	1
洿	wu1		影模平	1	0	1
浄	jing4			1	0	1
浡	bo2		並魂入	1	0	1
浤	hong2		匣合耕平	1	0	1
浥	yi4			1	0	1
浬	li3		來之上	1	0	1
浭	geng1		見開二庚平	1	0	1
浯	wu2		疑模平	1	0	1
浰	li4			1	0	1
浼	mei3		明灰上	1	0	1
涊	nian3		泥開先上	1	0	1
涐	e2		疑開一歌平	1	0	1
涑	su4			1	0	1
涒	tun1		透魂平	1	0	1
涔	cen2			1	0	1
涘	si4			1	0	1
涙	lei4			1	0	1
涫	guan4		見合寒去	1	0	1
涬	xing4		匣開青上	1	0	1
涴	wo4		影合一歌去	1	0	1
涶	tuo4		透合一歌去	1	0	1
涷	dong1		端一東平	1	0	1
淀	dian4		定開先去	1	0	1
淂	de2			1	0	1
淊	yan1		影咸平	1	0	1
淓	fang1		滂陽平	1	0	1
淙	cong2		從冬平	1	0	1
淛	zhe4			1	0	1
淜	peng2			1	0	1
淝	fei2		並微平	1	0	1
淟	tian3		透開先上	1	0	1
淠	pi4		滂B脂去; 滂齊去	1	0	1
淢	yu4		云合蒸入	1	0	1
淦	gan4		見覃去	1	0	1
淰	nian3		泥添上	1	0	1
淸	qing1		清開清平	1	0	1
渇	ke3			1	0	1
済	ji4			1	0	1
渉	she4			1	0	1
渋	se4			1	0	1
渓	xi1			1	0	1
渕	yuan1			1	0	1
渖	shen3			1	0	1
渟	ting2		定開青平	1	0	1
渢	feng1			1	0	1
渧	di4		端開齊去	1	0	1
渨	wei1		影灰平	1	0	1
渮	ge1		見開一歌平	1	0	1
渰	yan3		影B鹽上	1	0	1
渶	ying1		影開三庚平	1	0	1
渼	mei3			1	0	1
湅	lian4		來開先去	1	0	1
湋	wei2		云合微平	1	0	1
湌	can1		清開寒平	1	0	1
湑	xu3		心魚上	1	0	1
湓	pen2		並魂平	1	0	1
湜	shi2		常開蒸入	1	0	1
湝	jie1		見開皆平	1	0	1
湢	bi4			1	0	1
湩	dong4		端一東去	1	0	1
湫	jiao3		精蕭上	1	0	1
湱	huo4			1	0	1
湲	yuan2		云合仙平	1	0	1
湻	chun2			1	0	1
満	man3			1	0	1
溈	gui1		見合B支平	1	0	1
溍	jin4			1	0	1
溎	gui4			1	0	1
溛	wa1			1	0	1
溠	zha4		莊開二麻去	1	0	1
溤	ma3			1	0	1
溱	zhen1		莊臻平	1	0	1
溳	yun2		云文平	1	0	1
溵	yin1		影欣平	1	0	1
溻	ta1			1	0	1
溼	shi1			1	0	1
溽	ru4		日鍾入	1	0	1
溾	wei1			1	0	1
滃	weng3		影一東上	1	0	1
滉	huang3			1	0	1
滏	fu3			1	0	1
滘	jiao4		見肴去	1	0	1
滙	hui4			1	0	1
滛	yin2			1	0	1
滝	long2			1	0	1
滫	xiu3		心尤上	1	0	1
滮	biao1			1	0	1
滹	hu1		曉模平	1	0	1
漈	ji4			1	0	1
漎	cong2			1	0	1
漖	jiao4			1	0	1
漘	chun2			1	0	1
漙	tuan2		定合寒平	1	0	1
漜	ye3			1	0	1
漡	shang1			1	0	1
漤	lan3		來覃上	1	0	1
漥	wa1			1	0	1
漦	li2			1	0	1
漰	peng1		滂登平	1	0	1
漶	huan4		匣合寒去	1	0	1
漷	kuo4			1	0	1
潀	cong2		從一東平; 從冬平	1	0	1
潃	xiu3			1	0	1
潄	shu4			1	0	1
潎	pi4		滂A祭去	1	0	1
潏	jue2			1	0	1
潕	wu3		明虞上	1	0	1
潗	ji2			1	0	1
潚	xiao1		心蕭平	1	0	1
潝	xi1			1	0	1
潠	xun4			1	0	1
潲	shao4		生肴去	1	0	1
潷	bi4			1	0	1
潾	lin2		來開眞平	1	0	1
潿	wei2		云合微平	1	0	1
澁	se4			1	0	1
澂	cheng2		澄開蒸平	1	0	1
澃	jiong3			1	0	1
澉	gan3		見談上	1	0	1
澌	si1			1	0	1
澍	shu4		常虞去	1	0	1
澐	yun2		云文平	1	0	1
澒	hong4		匣一東上	1	0	1
澔	hao4			1	0	1
澙	xi4			1	0	1
澟	lin3		來侵上	1	0	1
澣	huan4		匣合寒上	1	0	1
澦	yu4		以魚去	1	0	1
澨	shi4		常開祭去	1	0	1
澫	man4			1	0	1
澬	zi1		精開脂平	1	0	1
澮	kuai4			1	0	1
澰	lian4			1	0	1
澴	huan2		匣合刪平	1	0	1
澶	chan2		常開仙平	1	0	1
澼	pi4			1	0	1
澽	ju4		羣魚去; 見魚去	1	0	1
濆	fen2		並文平	1	0	1
濇	se4			1	0	1
濈	ji2			1	0	1
濋	chu3		初魚上	1	0	1
濍	song1			1	0	1
濔	mi3		明A支上	1	0	1
濙	ying2	yong3	影合青上	0	1	1
濜	jin4		從開眞上; 從開眞去	1	0	1
濩	huo4			1	0	1
濬	jun4			1	0	1
濲	gu3			1	0	1
濶	kuo4			1	0	1
濼	luo4		來開唐入	1	0	1
瀁	yang4		以開陽去	1	0	1
瀅	ying2			1	0	1
瀌	biao1		幫B宵平	1	0	1
瀒	se4			1	0	1
瀔	gu3			1	0	1
瀠	ying2			1	0	1
瀡	sui3			1	0	1
瀨	lai4		來開泰去	1	0	1
瀬	lai4			1	0	1
瀲	lian4		來鹽去	1	0	1
瀳	jian4		從開先去	1	0	1
瀵	fen4		幫文去; 滂文去	1	0	1
瀹	yue4		以開陽入	1	0	1
瀺	chan2			1	0	1
瀼	rang2		日開陽平	1	0	1
灄	she4			1	0	1
灉	yong1		影鍾平	1	0	1
灋	fa3			1	0	1
灒	zan4		精開寒去	1	0	1
灖	mi3			1	0	1
灝	hao4		匣豪上	1	0	1
灥	xun2		邪合眞平	1	0	1
灨	gan4		見覃去	1	0	1
灩	yan4		以鹽去	1	0	1
灪	yu4			1	0	1
灮	guang1		見合唐平	1	0	1
灴	hong2			1	0	1
灺	xie4		邪開三麻上	1	0	1
炁	qi4		溪開微去	1	0	1
炏	yan2			1	0	1
炗	guang1			1	0	1
炘	xin1		曉欣平	1	0	1
炰	pao2		並肴平	1	0	1
炱	tai2		定咍平	1	0	1
炲	tai2			1	0	1
炴	yang3		影開陽上	1	0	1
炻	shi2		常開清入	1	0	1
炾	huang3			1	0	1
烀	hu1		曉模平	1	0	1
烉	huan4			1	0	1
烋	xiao1			1	0	1
烓	wei1		影合齊平	1	0	1
烔	tong2		定一東平	1	0	1
烕	mie4			1	0	1
烖	zai1		精咍平	1	0	1
烱	jiong3			1	0	1
烳	pu3		滂模上	1	0	1
烺	lang3			1	0	1
焃	he4			1	0	1
焄	xun1		曉文平	1	0	1
焈	xi1			1	0	1
焐	wu4		疑模去	1	0	1
焔	yan4			1	0	1
焜	kun1			1	0	1
焞	tun1			1	0	1
焟	xi1			1	0	1
焠	cui4		清灰去	1	0	1
焮	xin4		曉欣去	1	0	1
焯	chao1			1	0	1
焱	yan4		以鹽去	1	0	1
焴	yu4		以三東入	1	0	1
焼	shao1			1	0	1
焿	geng1			1	0	1
煁	chen2		常侵平	1	0	1
煃	kui3			1	0	1
煇	hui1		曉合微平	1	0	1
煍	jiao3			1	0	1
煏	bi4			1	0	1
煐	ying1			1	0	1
煑	zhu3		章魚上	1	0	1
煒	wei3		云合微上	1	0	1
煕	xi1		曉之平	1	0	1
煖	nuan3		泥合寒上	1	0	1
煗	nuan3		泥合寒上	1	0	1
煚	jiong3		見合三庚上	1	0	1
煝	mei4			1	0	1
煟	wei4		云合微去	1	0	1
煠	ye4		以鹽入	1	0	1
煨	wei1		影灰平	1	0	1
煰	zao4			1	0	1
煳	hu2			1	0	1
煺	tui4			1	0	1
煻	tang2		定開唐平	1	0	1
熀	huang3			1	0	1
熁	xie2			1	0	1
熅	yun4			1	0	1
熇	kao3			1	0	1
熈	xi1			1	0	1
熉	yun2			1	0	1
熗	qiang4		清開陽去	1	0	1
熘	liu1			1	0	1
熛	biao1		幫A宵平	1	0	1
熤	yi4			1	0	1
熯	han4		曉開寒去	1	0	1
熲	jiong3		見合青上	1	0	1
熴	kun1			1	0	1
熸	jian1		精鹽平	1	0	1
熿	huang2			1	0	1
燀	chan3		昌開仙上	1	0	1
燂	qian2		從鹽平	1	0	1
