# Database that maps pinyin readings to their closest Tshet'hyun (Qieyun) equivalents.
# Pinyin readings tabulated from CEDict. Tshet'hyun (Qieyun) phonetic glosses sourced from multiple databases; syntax follows earlier versions of nk2028.
# No tone: Standard Mandarin unpredictable (入); 
# not to be confused with syllables with neutral tone ('Tone 5'), which are not assigned expected_readings.
# character counts are from CC-CEDICT (https://www.mdbg.net/chinese/dictionary?page=cedict). CEDICT is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License.
character	attested_reading	expected_reading	QY	singchar_ count	multchar_ count	char_total_count
的	di2	di	端開青入	1	5	167
級	ji2	ji	見B侵入	1	166	167
離	li2		來開支平	2	165	167
於	yu2	yu1	影魚平	1	163	166
於	yu1		影魚平	1	0	166
於	wu1		影模平	1	0	166
葉	ye4		以鹽入	2	164	166
價	jia4		見開二麻去	1	162	165
價	ga5			0	1	165
價	jie5			1	0	165
局	ju2		羣鍾入	1	164	165
易	yi4		以開清入; 以開支去	2	163	165
破	po4		滂一歌去	1	164	165
要	yao4		影A宵去	1	154	165
要	yao1		影A宵平	1	9	165
台	tai2	yi2	以之平	2	156	164
台	tai1		透咍平	0	6	164
川	chuan1		昌合仙平	2	161	163
殺	sha1	sha	生開山入	1	162	163
組	zu3		精模上	2	161	163
親	qin1		清開眞平	1	158	163
親	qing4	qin4	清開眞去	1	2	163
親	qin2	qin4	清開眞去	0	1	163
別	bie2		並B仙入	2	159	162
別	bie4	bie	幫B仙入	0	1	162
勞	lao2		來豪平	1	161	162
港	gang3	jiang3	見江上	2	160	162
雅	ya3		疑開二麻上	1	160	162
雅	ya1	ya3	疑開二麻上	0	1	162
切	qie4	qie	清開先入	1	96	161
切	qie1	qie	清開先入	1	63	161
取	qu3		清虞上	1	160	161
惡	e4	e	影開唐入	1	145	161
惡	wu4		影模去	1	12	161
惡	e3	e	影開唐入	1	1	161
綠	lü4	lu4	來鍾入	1	158	161
綠	lu4		來鍾入	0	2	161
		現_6				
總	zong3		精一東上	1	160	161
類	lei4		來合脂去	1	160	161
虎	hu3		曉模上	1	152	160
虎	hu5			0	4	160
虎	hu1	hu3	曉模上	0	2	160
虎	hu4	hu3	曉模上	0	1	160
深	shen1		書侵平	1	158	159
導	dao3	dao4	定豪去	1	157	158
張	zhang1		知開陽平	2	156	158
次	ci4		清開脂去	1	157	158
群	qun2		羣文平	1	157	158
蟲	chong2		澄三東平	1	156	158
蟲	chong5			0	1	158
假	jia3		見開二麻上	1	118	157
假	jia4		見開二麻去	1	37	157
兩	liang3		來開陽上	1	156	157
刀	dao1		端豪平	2	155	157
威	wei1		影合微平	1	156	157
常	chang2		常開陽平	2	155	157
瓦	wa3		疑合二麻上	1	155	157
瓦	wa4		疑合二麻去	0	1	157
社	she4		常開三麻上	1	156	157
航	hang2		匣開唐平	1	156	157
輪	lun2		來合眞平	1	156	157
先	xian1		心開先平	1	155	156
博	bo2	bo	幫唐入	1	155	156
首	shou3		書尤上	1	154	156
首	shou5			0	1	156
夜	ye4		以開三麻去	1	153	154
散	san4		心開寒去	1	102	154
散	san3		心開寒上	1	48	154
散	san5			0	2	154
冰	bing1		幫蒸平	1	152	153
斑	ban1		幫刪平	1	152	153
船	chuan2	shuan2	船合仙平	1	152	153
丁	ding1		端開青平	2	147	152
丁	zheng1		知開耕平	0	2	152
丁	ding5			0	1	152
獨	du2		定一東入	1	151	152
衛	wei4		云合祭去	2	150	152
養	yang3		以開陽上	1	151	152
型	xing2		匣開青平	1	150	151
現	xian4		匣開先去	1	150	151
遊	you2		以尤平	1	149	151
遊	you5			0	1	151
雨	yu3		云虞上	1	147	151
雨	yu4		云虞去	1	2	151
了	liao3		來蕭上	1	75	150
了	le5			1	73	150
傷	shang1		書開陽平	1	149	150
種	zhong3		章鍾上	1	124	150
種	zhong4		章鍾去	1	24	150
賽	sai4		心咍去	1	149	150
向	xiang4		曉開陽去	2	147	149
筆	bi3	bi	幫B眞入	1	148	149
都	du1		端模平	2	128	149
都	dou1	du1	端模平	1	18	149
雷	lei2		來灰平	2	147	149
任	ren4		日侵去	1	142	148
任	ren2		日侵平	1	4	148
擊	ji1	ji	見開青入	1	146	148
擊	ji2	ji	見開青入	0	1	148
溫	wen1		影魂平	2	146	148
胸	xiong1		曉鍾平	1	147	148
臉	lian3	lan3	來咸上	1	147	148
去	qu4		溪魚去	1	132	147
去	qu5			0	14	147
居	ju1		見魚平	2	144	147
居	ji1		見之平	1	0	147
望	wang4		明陽去	1	146	147
沒	mei2	mo4	明魂入	1	116	147
沒	mo4		明魂入	1	29	147
率	lü4		來合眞入	1	127	147
率	shuai4		生合脂去	1	18	147
亂	luan4		來合寒去	1	145	146
件	jian4		羣開B仙上	1	145	146
推	tui1		透灰平	1	145	146
橫	heng2	hong2	匣合二庚平	1	130	146
橫	heng4	hong4	匣合二庚去	1	14	146
牙	ya2		疑開二麻平	1	145	146
際	ji4		精開祭去	1	145	146
順	shun4		船合眞去	1	145	146
問	wen4		明文去	1	144	145
塞	sai1	se	心開登入	2	59	145
塞	se4	se	心開登入	1	47	145
塞	sai4		心咍去	1	35	145
是	shi4		常開支上	1	133	145
是	shi5			0	11	145
英	ying1		影開三庚平	2	143	145
豆	dou4		定侯去	1	144	145
雪	xue3	xue	心合仙入	2	143	145
鶥	mei2	mi2	明B脂平	1	144	145
富	fu4	fou4	幫尤去	2	142	144
托	tuo1	tuo	透開唐入	1	143	144
查	cha2		崇開二麻平	1	140	144
查	zha1		莊開二麻平	2	1	144
煙	yan1		影開先平	1	143	144
營	ying2	yong2	以合清平	1	143	144
系	xi4		匣開齊去	1	142	144
系	xi5			0	1	144
錢	qian2		從開仙平	2	135	144
錢	qian5			0	7	144
魯	lu3		來模上	2	142	144
伊	yi1		影開A脂平	2	141	143
禮	li3		來開齊上	2	141	143
絕	jue2		從合仙入	1	142	143
蘇	su1		心模平	2	141	143
令	ling4		來開清去; 來開青去	1	135	142
令	ling2		來開清平; 來開青平	2	3	142
令	ling3			1	0	142
修	xiu1		心尤平	2	140	142
看	kan4		溪開寒去	1	126	142
看	kan1		溪開寒平	1	12	142
看	kan5			0	2	142
索	suo3	suo	心開唐入	2	137	142
索	suo5			0	3	142
絲	si1		心之平	1	141	142
觀	guan1		見合寒平	1	135	142
觀	guan4		見合寒去	2	4	142
頂	ding3		端開青上	1	141	142
史	shi3		生之上	2	139	141
票	piao4		滂A宵去	1	140	141
藍	lan2		來談平	2	138	141
藍	lan5			0	1	141
藏	zang4		從開唐去	2	69	141
藏	cang2		從開唐平	1	69	141
濟	ji4		精開齊去	1	129	140
濟	ji3		精開齊上	0	10	140
班	ban1		幫刪平	2	138	140
罪	zui4		從灰上	1	138	140
罪	zui5			0	1	140
領	ling3		來開清上	1	139	140
黨	dang3		端開唐上	2	138	140
列	lie4		來開仙入	1	137	139
列	lie5			0	1	139
戶	hu4		匣模上	1	137	139
戶	hu5			0	1	139
短	duan3		端合寒上	1	138	139
等	deng3		端開登上	1	137	138
脫	tuo1	tuo	透合寒入	1	137	138
議	yi4		疑開B支去	1	137	138
容	rong2	yong2	以鍾平	2	135	137
未	wei4		明微去	1	136	137
織	zhi1	zhi	章開蒸入	1	136	137
造	zao4		從豪上	1	136	137
低	di1		端開齊平	1	135	136
差	cha1		初開二麻平	1	79	136
差	chai1		初開佳平; 初開皆平	1	27	136
差	cha4	chai4	初開佳去	1	24	136
差	ci1	chi1	初開支平	0	3	136
留	liu2		來尤平	1	135	136
識	shi2	shi	書開蒸入	1	105	136
識	shi5			0	26	136
識	zhi4		章之去	1	2	136
識	shi4	shi	書開蒸入	0	1	136
仁	ren2		日開眞平	1	134	135
功	gong1		見一東平	1	134	135
奧	ao4		影豪去	2	133	135
室	shi4	shi	書開眞入	2	133	135
投	tou2		定侯平	1	134	135
極	ji2		羣開蒸入	1	134	135
求	qiu2		羣尤平	1	134	135
洛	luo4		來開唐入	1	134	135
腹	fu4	fu	幫三東入	1	134	135
菌	jun1	jun4	羣合B眞上	1	122	135
菌	jun4		羣合B眞上	1	11	135
周	zhou1		章尤平	2	132	134
建	jian4		見開元去	1	133	134
案	an4		影開寒去	1	133	134
燈	deng1		端開登平	1	133	134
爭	zheng1		莊開耕平	1	133	134
狀	zhuang4		崇開陽去	1	133	134
笑	xiao4		心宵去	1	133	134
聞	wen2		明文平	2	132	134
喜	xi3		曉之上	1	132	133
想	xiang3		心開陽上	1	131	133
想	xian3	xiang3	心開陽上	0	1	133
積	ji1	ji	精開清入	1	131	133
積	ji5			0	1	133
聽	ting1		透開青平	1	130	133
聽	ting4		透開青去	1	0	133
聽	ting5			0	1	133
蛋	dan4		定開寒上	2	131	133
陰	yin1		影B侵平	2	131	133
勒	le4		來開登入	1	118	132
勒	lei1	le4	來開登入	1	12	132
排	pai2		並皆平	1	130	132
排	pai3	pai2	並皆平	0	1	132
洲	zhou1		章尤平	1	131	132
照	zhao4		章宵去	1	131	132
超	chao1		徹宵平	1	131	132
露	lu4		來模去	2	110	132
露	lou4	lu4	來模去	1	19	132
餘	yu2		以魚平	3	128	132
餘	yu5			0	1	132
個	ge4		見開一歌去	1	89	131
個	ge5			0	40	131
個	ge3	ge4	見開一歌去	0	1	131
善	shan4		常開仙上	1	130	131
急	ji2	ji	見B侵入	1	130	131
旗	qi2		羣之平	1	130	131
歸	gui1		見合微平	2	129	131
派	pai4		滂佳去	1	130	131
蒙	meng2		明一東平	2	91	131
蒙	meng3	meng2	明一東平	1	28	131
蒙	meng1	meng2	明一東平	1	8	131
選	xuan3		心合仙上	1	130	131
鶯	ying1	eng1	影開耕平	1	130	131
委	wei3		影合B支上	2	126	130
委	wei1		影合B支平	1	1	130
紙	zhi3		章開支上	1	129	130
舊	jiu4		羣尤去	1	129	130
醫	yi1		影之平	1	129	130
鬼	gui3		見合微上	1	129	130
冷	leng3		來開二庚上	2	127	129
因	yin1		影開A眞平	1	128	129
堂	tang2		定開唐平	1	122	129
堂	tang5			0	5	129
堂	tang3	tang2	定開唐平	0	1	129
氏	shi4		常開支上	1	123	129
氏	zhi1		章開支平	1	4	129
補	bu3		幫模上	1	125	129
補	bu5			0	3	129
護	hu4		匣模去	1	128	129
農	nong2		泥冬平	2	127	129
乾	gan1		見開寒平	2	108	128
乾	qian2		羣開B仙平	2	15	128
乾	gan4	gan1	見開寒平	0	1	128
復	fu4	fou4	並尤去	1	127	128
消	xiao1		心宵平	1	127	128
糖	tang2		定開唐平	1	127	128
野	ye3		以開三麻上	1	127	128
雜	za2		從覃入	1	126	128
雜	za5			0	1	128
態	tai4		透咍去	1	125	127
態	tai5			0	1	127
改	gai3		見咍上	1	126	127
故	gu4		見模去	1	125	127
故	gu5			0	1	127
歐	ou1		影侯平	2	125	127
試	shi4		書之去	1	126	127
佛	fo2	fu2	並文入	1	119	126
佛	fu2		並文入	0	6	126
快	kuai4		溪合夬去	1	122	126
快	kuai5			0	3	126
粉	fen3		幫文上	1	125	126
象	xiang4		邪開陽上	1	125	126
隊	dui4		定灰去	1	125	126
套	tao4		透豪去	1	123	125
套	tao5			0	1	125
存	cun2		從魂平	1	124	125
技	ji4		羣開B支上	1	124	125
碼	ma3		明二麻上	1	124	125
住	zhu4		澄虞去; 知虞去	1	120	124
住	zhu5			0	3	124
守	shou3		書尤上	1	123	124
從	cong2		從鍾平	2	122	124
洗	xi3		心開齊上	1	122	124
洗	xian3		心開先上	0	1	124
算	suan4		心合寒去	1	123	124
胡	hu2		匣模平	2	120	124
胡	hu5			0	2	124
速	su4	su	心一東入	1	123	124
便	bian4		並A仙去	1	110	123
便	pian2		並A仙平	1	11	123
六	liu4	lu4	來三東入	1	116	123
六	lu4		來三東入	0	6	123
岩	yan2		疑銜平	1	122	123
槍	qiang1		清開陽平	2	121	123
永	yong3		云合三庚上	1	122	123
眉	mei2	mi2	明B脂平	1	122	123
羊	yang2		以開陽平	2	121	123
丹	dan1		端開寒平	1	105	122
丹	dan5			0	16	122
告	gao4		見豪去	1	120	122
告	gao5			0	1	122
圓	yuan2		云合仙平	1	121	122
庫	ku4		溪模去	1	121	122
摩	mo2		明一歌平	1	120	122
摩	ma1	mo4	明一歌去	0	1	122
支	zhi1		章開支平	2	120	122
軟	ruan3		日合仙上	1	121	122
輕	qing1		溪開清平	1	121	122
勢	shi4		書開祭去	1	116	121
勢	shi5			0	4	121
換	huan4		匣合寒去	1	120	121
狗	gou3		見侯上	1	120	121
味	wei4		明微去	1	118	120
味	wei5			0	1	120
引	yin3		以開眞上	1	119	120
款	kuan3		溪合寒上	1	119	120
畫	hua4		匣合佳去	1	118	120
畫	hua5			0	1	120
職	zhi2	zhi	章開蒸入	1	119	120
良	liang2		來開陽平	1	119	120
京	jing1		見開三庚平	2	117	119
呼	hu1		曉模平	1	112	119
呼	hu5			0	6	119
息	xi1	xi	心開蒸入	1	105	119
息	xi5			0	13	119
盡	jin4		從開眞上	1	117	119
盡	jin3		精開眞上	0	1	119
近	jin4		羣欣上; 羣欣去	1	118	119
值	zhi2		澄開蒸入	1	117	118
做	zuo4	zu4	精模去	1	117	118
備	bei4	bi4	並B脂去	1	117	118
友	you3		云尤上	1	104	118
友	you5			0	13	118
秋	qiu1		清尤平	2	116	118
竹	zhu2	zhu	知三東入	1	117	118
驚	jing1		見開三庚平	1	117	118
害	hai4		匣開泰去	1	114	117
害	hai5			0	2	117
松	song1	song2	邪鍾平	2	115	117
稱	cheng1		昌開蒸平	1	90	117
稱	chen4	cheng4	昌開蒸去	1	23	117
稱	cheng4		昌開蒸去	1	1	117
端	duan1		端合寒平	1	116	117
除	chu2		澄魚平	1	116	117
何	he2		匣開一歌平	2	114	116
察	cha2	cha	初開山入	2	114	116
模	mo2	mu2	明模平	1	104	116
模	mu2		明模平	1	10	116
皇	huang2		匣合唐平	2	114	116
辦	ban4		並山去	1	115	116
退	tui4		透灰去	1	115	116
針	zhen1		章侵平	1	115	116
屬	shu3	shu2	常鍾入	1	110	115
屬	zhu3	zhu	章鍾入	1	3	115
柳	liu3		來尤上	2	113	115
歌	ge1		見開一歌平	1	112	115
歌	ge5			0	2	115
育	yu4		以三東入	1	114	115
裡	li3		來之上	1	88	115
裡	li5			0	26	115
鏡	jing4		見開三庚去	1	114	115
麗	li4		來開齊去	1	100	115
麗	li2		來開支平	1	13	115
麵	mian4		明先去	1	114	115
使	shi3		生之上	1	112	114
使	shi5			0	1	114
樣	yang4		以開陽去	1	113	114
泰	tai4		透開泰去	2	112	114
舉	ju3		見魚上	1	113	114
貝	bei4		幫泰去	2	112	114
飯	fan4		並元上; 並元去	1	113	114
虛	xu1		曉魚平	1	112	113
七	qi1	qi	清開眞入	1	111	112
少	shao3		書宵上	1	67	112
少	shao4		書宵去	1	42	112
少	shao5			0	1	112
橋	qiao2		羣B宵平	1	111	112
男	nan2		泥覃平	1	111	112
登	deng1		端開登平	1	111	112
第	di4		定開齊去	1	111	112
送	song4		心一東去	1	110	112
送	song5			0	1	112
麥	mai4	mo4	明耕入	2	110	112
勝	sheng4		書開蒸去	1	110	111
康	kang1		溪開唐平	2	109	111
脈	mai4	mo4	明耕入	1	101	111
脈	mo4		明耕入	1	8	111
舞	wu3		明虞上	1	110	111
齊	qi2		從開齊平	2	109	111
九	jiu3		見尤上	1	109	110
幾	ji3		見開微上	1	82	110
幾	ji1		見開微平	1	26	110
昌	chang1		昌開陽平	2	108	110
暴	bao4		並豪去	2	107	110
暴	pu4	bu2	並一東入	0	1	110
架	jia4		見開二麻去	1	109	110
省	sheng3		生開三庚上	1	91	110
省	xing3		心開清上	1	15	110
省	sheng5			0	2	110
那	na4	nuo4	泥開一歌去	1	99	110
那	na3	nuo3	泥開一歌上	1	5	110
那	nuo2		泥開一歌平	2	0	110
那	na1			1	0	110
那	na5			0	1	110
宗	zong1		精冬平	2	107	109
專	zhuan1		章合仙平	1	108	109
膠	jiao1		見肴平	1	108	109
製	zhi4		章開祭去	1	108	109
哥	ge1		見開一歌平	1	106	108
哥	ge5			0	1	108
招	zhao1		章宵平	1	107	108
景	jing3		見開三庚上	2	106	108
暗	an4		影覃去	1	107	108
樓	lou2		來侯平	2	104	108
樓	lou4	lou2	來侯平	0	1	108
樓	lou5			0	1	108
痛	tong4		透一東去	1	106	108
痛	tong5			0	1	108
警	jing3		見開三庚上	1	107	108
遺	yi2	wei2	以合脂平	1	107	108
仙	xian1		心開仙平	1	106	107
志	zhi4		章之去	1	106	107
恩	en1		影痕平	1	106	107
珠	zhu1		章虞平	1	106	107
站	zhan4		知咸去	1	106	107
規	gui1		見合A支平	1	106	107
賣	mai4		明佳去	1	106	107
齒	chi3		昌之上	1	106	107
炎	yan2		云鹽平	1	105	106
置	zhi4		知之去	1	100	106
置	zhi5			0	5	106
考	kao3		溪豪上	1	105	106
股	gu3		見模上	1	94	106
股	gu5			0	11	106
豐	feng1		滂三東平	2	104	106
越	yue4		云合元入	2	104	106
隱	yin3		影欣上	1	104	106
隱	yin4		影欣去	1	0	106
店	dian4		端添去	1	104	105
校	xiao4		匣肴去	1	88	105
校	jiao4		見肴去	1	15	105
演	yan3		以開仙上	1	104	105
牌	pai2		並佳平; 並皆平	1	103	105
牌	pai5			0	1	105
由	you2		以尤平	1	104	105
茶	cha2		澄開二麻平	1	104	105
萊	lai2		來咍平	1	104	105
財	cai2		從咍平	1	104	105
配	pei4		滂灰去	1	104	105
銷	xiao1		心宵平	1	104	105
園	yuan2		云合元平	2	102	104
封	feng1		幫鍾平	2	102	104
眾	zhong4		章三東去	2	102	104
翅	chi4	shi4	書開支去	1	103	104
設	she4	she	書開仙入	1	102	104
設	she5			0	1	104
讀	du2		定一東入	1	101	104
讀	dou4		定侯去	1	1	104
鳳	feng4		並三東去	2	102	104
乳	ru3		日虞上	1	102	103
偏	pian1		滂A仙平	1	102	103
戲	xi4		曉開B支去	1	101	102
瓜	gua1		見合二麻平	1	101	102
翻	fan1		滂元平	1	101	102
胞	bao1		幫肴平	1	101	102
額	e2	e4	疑開二庚入	1	100	102
額	e4		疑開二庚入	0	1	102
鼓	gu3		見模上	1	99	102
鼓	gu5			0	2	102
燕	yan4		影開先去	1	84	101
燕	yan1		影開先平	1	15	101
磨	mo2		明一歌平	1	77	101
磨	mo4		明一歌去	1	20	101
磨	mo5			0	2	101
貴	gui4		見合微去	1	100	101
赤	chi4	chi	昌開清入	1	100	101
錄	lu4		來鍾入	2	99	101
頓	dun4		端魂去	1	100	101
髮	fa4	fa	幫元入	1	95	101
髮	fa5			0	5	101
具	ju4		羣虞去	1	99	100
刺	ci4		清開支去	1	97	100
刺	ci1	qi	清開清入	1	1	100
念	nian4		泥添去	1	99	100
承	cheng2		常開蒸平	2	96	100
承	cheng5			0	2	100
旋	xuan2		邪合仙平	1	94	100
旋	xuan4		邪合仙去	1	4	100
曼	man4	man2	明寒平	1	99	100
浮	fu2	fou2	並尤平	1	99	100
硬	ying4	eng4	疑開耕去	1	99	100
諾	nuo4		泥開唐入	1	99	100
鼻	bi2	bi4	並A脂去	1	99	100
宮	gong1	jiong1	見三東平	2	97	99
待	dai4		定咍上	1	96	99
待	dai1	dai4	定咍上	1	1	99
才	cai2		從咍平	1	94	99
才	cai5			0	4	99
施	shi1		書開支平	2	97	99
檢	jian3		見B鹽上	1	98	99
氧	yang3		以開陽上	1	98	99
測	ce4	che	初開蒸入	1	98	99
私	si1		心開脂平	1	98	99
莫	mo4		明唐入	2	96	99
莫	mo5			0	1	99
錯	cuo4	cuo	清開唐入	2	97	99
險	xian3		曉B鹽上	1	98	99
驗	yan4		疑B鹽去	1	98	99
助	zhu4		崇魚去	1	97	98
參	can1		清覃平	1	74	98
參	shen1		生侵平	1	18	98
參	cen1	can4	清覃去	0	3	98
參	san1		心談平	1	0	98
境	jing4	jing3	見開三庚上	1	97	98
孔	kong3		溪一東上	2	96	98
將	jiang4		精開陽去	1	53	98
將	jiang1		精開陽平	1	40	98
將	qiang1		清開陽平	1	2	98
展	zhan3		知開仙上	2	96	98
折	zhe2	zhe	章開仙入	1	86	98
折	zhe1	zhe	章開仙入	1	5	98
折	she2		常開仙入	1	4	98
早	zao3		精豪上	1	97	98
準	zhun3		章合眞上	1	97	98
溪	xi1	qi1	溪開齊平	1	97	98
紀	ji4	ji3	見之上	1	96	98
紀	ji3		見之上	1	0	98
若	ruo4		日開陽入	1	92	98
若	re3		日開三麻上	0	5	98
蓋	gai4		見開泰去	1	93	98
蓋	ge3	ge	見談入	1	2	98
蓋	gai5			0	1	98
談	tan2		定談平	2	96	98
迷	mi2		明齊平	1	97	98
倫	lun2		來合眞平	1	96	97
冠	guan1		見合寒平	1	81	97
冠	guan4		見合寒去	2	13	97
及	ji2		羣B侵入	1	96	97
坐	zuo4		從合一歌上; 從合一歌去	2	95	97
就	jiu4		從尤去	1	95	97
就	jiu5			0	1	97
峰	feng1		滂鍾平	1	96	97
敗	bai4		並夬去; 幫夬去	1	96	97
犯	fan4		並凡上	1	96	97
瑪	ma3		明二麻上	1	96	97
迪	di2		定開青入	1	96	97
懷	huai2		匣合皆平	2	94	96
混	hun4		匣魂上	1	84	96
混	hun2	hun4	匣魂上	1	9	96
混	hun5			0	1	96
甘	gan1		見談平	2	94	96
編	bian1		幫先平; 幫A仙平	1	95	96
劇	ju4	ji2	羣開三庚入	1	94	95
吸	xi1	xi	曉B侵入	1	94	95
帝	di4		端開齊去	1	94	95
抗	kang4		溪開唐去	1	94	95
末	mo4		明寒入	1	88	95
末	me5			0	3	95
末	mo5			0	3	95
略	lüe4		來開陽入	1	94	95
		現_6				
隨	sui2		邪合支平	2	93	95
震	zhen4		章開眞去	1	94	95
喉	hou2		匣侯平	1	93	94
陳	chen2		澄開眞平	2	92	94
鹽	yan2		以鹽平	1	93	94
井	jing3		精開清上	2	91	93
唐	tang2		定開唐平	2	91	93
寒	han2		匣開寒平	1	92	93
效	xiao4		匣肴去	1	92	93
薄	bo2		並唐入	2	71	93
薄	bao2	bo2	並唐入	1	14	93
薄	bo4	bo2	並唐入	1	4	93
陸	lu4		來三東入	2	90	93
陸	liu4			1	0	93
再	zai4		精咍去	1	91	92
圈	quan1		溪合B仙平	1	85	92
圈	juan4		羣合元上; 羣合元去; 羣合B仙上	1	2	92
圈	quan5			0	2	92
圈	juan1			1	0	92
夏	xia4		匣開二麻上; 匣開二麻去	2	90	92
婚	hun1		曉魂平	1	91	92
彩	cai3		清咍上	1	90	92
彩	cai5			0	1	92
決	jue2	jue	見合先入	1	91	92
洞	dong4		定一東去	1	89	92
洞	tong2		定一東平	0	2	92
移	yi2		以開支平	1	91	92
紫	zi3		精開支上	1	91	92
聚	ju4		從虞上; 從虞去	1	91	92
題	ti2		定開齊平	2	89	92
題	ti3	di4	定開齊去	0	1	92
像	xiang4		邪開陽上	1	90	91
初	chu1		初魚平	1	90	91
協	xie2		匣添入	1	90	91
怪	guai4		見合皆去	1	90	91
探	tan4		透覃去	1	90	91
救	jiu4		見尤去	1	90	91
滑	hua2		匣合山入	2	89	91
章	zhang1		章開陽平	2	89	91
雄	xiong2	yong2	云三東平	1	90	91
什	shi2		常侵入	1	62	90
什	shen2	shi2	常侵入	1	25	90
什	shi5			0	1	90
寬	kuan1		溪合寒平	2	88	90
把	ba3		幫二麻上	1	83	90
把	ba4	ba3	幫二麻上	1	5	90
拜	bai4		幫皆去	1	86	90
拜	bai2	bai4	幫皆去	0	2	90
拜	bai5			0	1	90
激	ji1	ji	見開青入	1	89	90
灣	wan1		影合刪平	1	89	90
爆	bao4		幫肴去	1	88	90
爆	zha4	bo	幫唐入; 幫江入	0	1	90
益	yi4	yi	影開清入	2	88	90
祖	zu3		精模上	2	88	90
降	jiang4		見江去	1	73	90
降	xiang2		匣江平	1	15	90
隆	long2		來三東平	2	79	90
隆	long1	long2	來三東平	1	8	90
伏	fu2		並三東入	2	86	89
伏	fu5			0	1	89
左	zuo3		精開一歌上	2	87	89
揚	yang2		以開陽平	2	87	89
棕	zong1		精一東平	1	86	89
棕	zong4	zong1	精一東平	0	2	89
森	sen1	shen1	生侵平	2	87	89
池	chi2		澄開支平	2	87	89
沉	chen2		澄侵平	1	85	89
沉	chen1	chen2	澄侵平	1	2	89
終	zhong1		章三東平	1	88	89
緊	jin3		見開A眞上	1	88	89
載	zai4		從咍去; 精咍去	1	68	89
載	zai3		精咍上	1	19	89
陵	ling2		來開蒸平	1	88	89
奶	nai3		孃開佳上	1	81	88
奶	nai5			0	6	88
燒	shao1		書宵平	1	87	88
裂	lie4		來開仙入	1	87	88
零	ling2		來開青平	1	86	88
零	ling5			0	1	88
館	guan3	guan4	見合寒去	1	87	88
刑	xing2		匣開青平	2	85	87
宿	su4	su	心三東入	2	72	87
宿	xiu4		心尤去	1	10	87
宿	xiu3			1	0	87
宿	su1	su	心三東入	0	1	87
府	fu3		幫虞上	1	86	87
掉	diao4		定蕭上; 定蕭去	1	86	87
泥	ni2		泥開齊平	1	79	87
泥	ni4		泥開齊去	1	6	87
追	zhui1		知合脂平	1	85	87
追	dui1			1	0	87
靜	jing4		從開清上	1	86	87
鼠	shu3		書魚上	1	86	87
典	dian3		端開先上	1	85	86
埃	ai1		影咍平	2	84	86
宜	yi2		疑開B支平	2	80	86
宜	yi5			0	4	86
審	shen3		書侵上	1	85	86
希	xi1		曉開微平	1	85	86
染	ran3		日鹽上	1	85	86
泡	pao4	pao1	滂肴平	1	77	86
泡	pao1		滂肴平	1	4	86
泡	pao5			0	3	86
熟	shu2		常三東入	1	82	86
熟	shou2	shu2	常三東入	0	3	86
舌	she2		船開仙入	1	85	86
顯	xian3		曉開先上	1	85	86
鬥	dou4		端侯去	1	85	86
儀	yi2		疑開B支平	1	82	85
儀	yi4	yi2	疑開B支平	0	2	85
壁	bi4	bi	幫青入	1	84	85
尖	jian1		精鹽平	1	84	85
此	ci3		清開支上	1	84	85
湯	tang1		透開唐平	2	82	85
湯	shang1		書開陽平	1	0	85
簡	jian3		見開山上	1	84	85
至	zhi4		章開脂去	1	84	85
跑	pao3		滂肴上	1	83	85
跑	pao2		並肴平	1	0	85
借	jie4		精開三麻去	1	83	84
則	ze2	ze	精開登入	1	83	84
坦	tan3		透開寒上	1	81	84
坦	tan5			0	2	84
墨	mo4		明登入	2	82	84
寫	xie3		心開三麻上	1	82	84
寫	xie4	xie3	心開三麻上	0	1	84
據	ju4		見魚去	1	83	84
浪	lang4		來開唐去	1	83	84
監	jian1		見銜平	1	75	84
監	jian4		見銜去	1	7	84
示	shi4		船開脂去	1	82	84
示	shi5			0	1	84
絡	luo4		來開唐入	1	82	84
絡	lao4			1	0	84
創	chuang4		初開陽去	1	69	83
創	chuang1		初開陽平	1	12	83
嚴	yan2		疑嚴平	2	80	83
嚴	yan3	yan2	疑嚴平	0	1	83
拿	na2		孃開二麻平	1	82	83
榮	rong2	yong2	云合三庚平	2	81	83
膽	dan3		端談上	1	82	83
致	zhi4		知開脂去	1	81	83
致	zhi5			0	1	83
賓	bin1		幫A眞平	1	82	83
輸	shu1		書虞平	1	82	83
必	bi4	bi	幫A眞入	1	81	82
掛	gua4		見合佳去	1	81	82
操	cao1		清豪平	1	76	82
操	cao4		清豪去	1	4	82
獎	jiang3		精開陽上	1	81	82
秀	xiu4		心尤去	1	81	82
習	xi2		邪侵入	2	80	82
腰	yao1		影A宵平	1	81	82
謀	mou2		明尤平	1	79	82
謀	mou4	mou2	明尤平	0	2	82
辭	ci2	si2	邪之平	1	81	82
久	jiu3		見尤上	1	80	81
亮	liang4		來開陽去	1	74	81
亮	liang5			0	6	81
危	wei1	wei2	疑合B支平	2	79	81
壽	shou4		常尤去; 常尤上	2	79	81
撒	sa1	sa	心開寒入	1	61	81
撒	sa3	sa	心開寒入	1	16	81
撒	sa5			0	2	81
整	zheng3		章開清上	1	80	81
斗	dou3		端侯上	2	75	81
斗	dou4	dou3	端侯上	0	4	81
